"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8058","testFilterGoodOldGames()","","Thu Feb 05 13:47:47 UTC 2026","passed","Thu Feb 05 13:47:55 UTC 2026","","hesias.selenium.practices.correction.tests.SearchTest","hesias.selenium.practices.correction.tests.SearchTest","testFilterGoodOldGames"
"Display the shop dropdown then verify if we can click on the shop item 'open world' then if there is games to click on","38300","testOpenWorldGamesDisplay()","","Thu Feb 05 13:46:09 UTC 2026","broken","Thu Feb 05 13:46:47 UTC 2026","","hesias.selenium.practices.correction.tests.BoutiqueTest","hesias.selenium.practices.correction.tests.BoutiqueTest","testOpenWorldGamesDisplay"
"","4576","testSearchCyberpunk()","","Thu Feb 05 13:48:00 UTC 2026","passed","Thu Feb 05 13:48:04 UTC 2026","","hesias.selenium.practices.correction.tests.SearchTest","hesias.selenium.practices.correction.tests.SearchTest","testSearchCyberpunk"
"","4422","goToJobOfferAndSearchForAJob()","","Thu Feb 05 13:48:14 UTC 2026","broken","Thu Feb 05 13:48:18 UTC 2026","","hesias.selenium.practices.correction.tests.WorkTest","hesias.selenium.practices.correction.tests.WorkTest","goToJobOfferAndSearchForAJob"
"","2917","testSliderLeft()","","Thu Feb 05 13:47:13 UTC 2026","passed","Thu Feb 05 13:47:16 UTC 2026","","hesias.selenium.practices.correction.tests.HomeTest","hesias.selenium.practices.correction.tests.HomeTest","testSliderLeft"
"","4582","testSearchBindingOf()","","Thu Feb 05 13:48:09 UTC 2026","passed","Thu Feb 05 13:48:14 UTC 2026","","hesias.selenium.practices.correction.tests.SearchTest","hesias.selenium.practices.correction.tests.SearchTest","testSearchBindingOf"
"","22906","testClickFirstGameInSwiper()","","Thu Feb 05 13:47:24 UTC 2026","broken","Thu Feb 05 13:47:47 UTC 2026","","hesias.selenium.practices.correction.tests.HomeTest","hesias.selenium.practices.correction.tests.HomeTest","testClickFirstGameInSwiper"
"","5042","testResetFilters()","","Thu Feb 05 13:47:55 UTC 2026","failed","Thu Feb 05 13:48:00 UTC 2026","","hesias.selenium.practices.correction.tests.SearchTest","hesias.selenium.practices.correction.tests.SearchTest","testResetFilters"
"","2441","testHomePageIsDisplayed()","","Thu Feb 05 13:47:16 UTC 2026","passed","Thu Feb 05 13:47:19 UTC 2026","","hesias.selenium.practices.correction.tests.HomeTest","hesias.selenium.practices.correction.tests.HomeTest","testHomePageIsDisplayed"
"Display the shop dropdown then verify if we can click on the shop item 'open world'","25730","testGoToOpenWorld()","","Thu Feb 05 13:46:48 UTC 2026","broken","Thu Feb 05 13:47:13 UTC 2026","","hesias.selenium.practices.correction.tests.BoutiqueTest","hesias.selenium.practices.correction.tests.BoutiqueTest","testGoToOpenWorld"
"","5007","testHomePageChangeLanguageToEn()","","Thu Feb 05 13:47:19 UTC 2026","passed","Thu Feb 05 13:47:24 UTC 2026","","hesias.selenium.practices.correction.tests.HomeTest","hesias.selenium.practices.correction.tests.HomeTest","testHomePageChangeLanguageToEn"
"","5107","testFirstResultContainsWitcher()","","Thu Feb 05 13:48:04 UTC 2026","passed","Thu Feb 05 13:48:09 UTC 2026","","hesias.selenium.practices.correction.tests.SearchTest","hesias.selenium.practices.correction.tests.SearchTest","testFirstResultContainsWitcher"
